"","X1.x","yearID.x","playerID","teamID.x","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","teamID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y"
"164",30755,2014,"darnatr01","NYN","NL",108,104,108,105,0,105,0,0,0,0,0,0,0,0,1,3,0,1,108,385,48,93,22,3,13,41,1,0,32,64,5,2,1,1,15,0.241558441558442,55,0.717965367965368,"AvgPoor","AvgPoor",31450,2015,"NYN","NL",67,64,67,64,0,64,0,0,0,0,0,0,0,0,0,3,0,1,67,239,31,64,14,1,12,41,0,0,23,49,0,4,0,2,7,0.267782426778243,37,0.824907887341535,"AvgPoor","Good"
"165",30756,2014,"davisch02","BAL","AL",127,123,127,125,0,0,115,0,21,0,0,0,0,0,2,3,0,1,127,450,65,88,16,0,26,72,2,1,60,173,9,9,1,5,2,0.195555555555556,46,0.704062765055131,"AvgPoor","AvgPoor",31451,2015,"BAL","AL",160,159,160,138,0,0,111,0,0,0,0,0,30,30,22,0,0,1,160,573,100,150,31,0,47,117,2,3,84,208,6,8,0,5,6,0.261780104712042,72,0.923148654632596,"AvgPoor","Good"
"166",30757,2014,"davisik02","NYN","NL",12,5,12,7,0,0,7,0,0,0,0,0,0,0,0,5,1,1,12,24,4,5,1,0,1,5,0,0,6,4,0,0,0,0,0,0.208333333333333,3,0.741666666666667,"AvgPoor","AvgPoor",31452,2015,"OAK","AL",74,61,72,67,2,0,65,0,0,0,0,0,0,0,1,8,0,1,74,214,19,49,17,0,3,20,0,0,23,44,0,0,0,2,5,0.228971962616822,29,0.651722519845149,"AvgPoor","AvgPoor"
"167",30758,2014,"davisik02","PIT","NL",131,95,131,117,0,0,117,0,0,0,0,0,0,0,2,32,0,2,131,336,39,79,18,0,10,46,0,4,57,74,3,0,0,4,8,0.235119047619048,51,0.720545459997601,"AvgPoor","AvgPoor",31452,2015,"OAK","AL",74,61,72,67,2,0,65,0,0,0,0,0,0,0,1,8,0,1,74,214,19,49,17,0,3,20,0,0,23,44,0,0,0,2,5,0.228971962616822,29,0.651722519845149,"AvgPoor","AvgPoor"
"168",30759,2014,"daviskh01","MIL","NL",144,131,144,134,0,0,0,0,0,0,134,0,0,134,0,11,0,1,144,501,70,122,37,2,22,69,4,1,32,122,0,10,0,6,13,0.243512974051896,61,0.755810782805973,"AvgPoor","AvgPoor",31453,2015,"MIL","NL",121,107,121,108,0,0,0,0,0,0,108,0,0,108,0,13,0,1,121,392,54,97,16,2,27,66,6,2,44,122,1,1,0,3,9,0.247448979591837,52,0.827829313543599,"AvgPoor","Good"
"169",30760,2014,"davisra01","DET","AL",134,118,134,125,0,0,0,0,0,0,99,48,0,125,1,6,6,1,134,461,64,130,27,2,8,51,36,11,22,75,0,5,3,3,7,0.281995661605206,93,0.721057119252842,"Good","AvgPoor",31454,2015,"DET","AL",112,73,112,91,0,0,0,0,0,0,39,46,10,91,9,24,6,1,112,341,55,88,16,11,8,30,18,8,22,76,0,3,1,3,5,0.258064516129032,53,0.746115760277837,"AvgPoor","AvgPoor"
"170",30761,2014,"deazaal01","BAL","AL",20,20,20,20,0,0,0,0,0,0,20,2,0,20,0,0,0,2,20,82,11,24,5,3,3,10,2,3,6,19,0,0,1,0,1,0.292682926829268,13,0.877494456762749,"Good","Good",31455,2015,"BAL","AL",30,27,30,27,0,0,0,0,0,0,19,0,13,27,0,3,0,1,30,103,16,22,4,1,3,7,2,2,7,34,2,2,0,0,1,0.213592233009709,14,0.636009015256588,"AvgPoor","AvgPoor"
"171",30761,2014,"deazaal01","BAL","AL",20,20,20,20,0,0,0,0,0,0,20,2,0,20,0,0,0,2,20,82,11,24,5,3,3,10,2,3,6,19,0,0,1,0,1,0.292682926829268,13,0.877494456762749,"Good","Good",31456,2015,"BOS","AL",60,41,60,52,0,0,0,0,0,0,33,1,24,52,1,8,4,2,60,161,23,47,9,5,4,25,3,1,12,36,1,2,2,1,2,0.291925465838509,29,0.83106295878035,"Good","Good"
"172",30761,2014,"deazaal01","BAL","AL",20,20,20,20,0,0,0,0,0,0,20,2,0,20,0,0,0,2,20,82,11,24,5,3,3,10,2,3,6,19,0,0,1,0,1,0.292682926829268,13,0.877494456762749,"Good","Good",31457,2015,"SFN","NL",24,13,24,17,0,0,0,0,0,0,17,0,0,17,1,10,0,3,24,61,12,16,4,1,0,3,2,2,12,14,0,1,0,1,3,0.262295081967213,11,0.747322404371585,"AvgPoor","AvgPoor"
"173",30762,2014,"deazaal01","CHA","AL",122,109,122,120,0,0,0,0,0,0,112,14,1,120,1,3,3,1,122,395,45,96,19,5,5,31,15,7,33,100,2,6,2,3,6,0.243037974683544,67,0.663354864872694,"AvgPoor","AvgPoor",31455,2015,"BAL","AL",30,27,30,27,0,0,0,0,0,0,19,0,13,27,0,3,0,1,30,103,16,22,4,1,3,7,2,2,7,34,2,2,0,0,1,0.213592233009709,14,0.636009015256588,"AvgPoor","AvgPoor"
"174",30762,2014,"deazaal01","CHA","AL",122,109,122,120,0,0,0,0,0,0,112,14,1,120,1,3,3,1,122,395,45,96,19,5,5,31,15,7,33,100,2,6,2,3,6,0.243037974683544,67,0.663354864872694,"AvgPoor","AvgPoor",31456,2015,"BOS","AL",60,41,60,52,0,0,0,0,0,0,33,1,24,52,1,8,4,2,60,161,23,47,9,5,4,25,3,1,12,36,1,2,2,1,2,0.291925465838509,29,0.83106295878035,"Good","Good"
"175",30762,2014,"deazaal01","CHA","AL",122,109,122,120,0,0,0,0,0,0,112,14,1,120,1,3,3,1,122,395,45,96,19,5,5,31,15,7,33,100,2,6,2,3,6,0.243037974683544,67,0.663354864872694,"AvgPoor","AvgPoor",31457,2015,"SFN","NL",24,13,24,17,0,0,0,0,0,0,17,0,0,17,1,10,0,3,24,61,12,16,4,1,0,3,2,2,12,14,0,1,0,1,3,0.262295081967213,11,0.747322404371585,"AvgPoor","AvgPoor"
"176",30763,2014,"deckeja01","PIT","NL",5,0,5,2,0,0,0,0,0,0,2,0,0,2,0,4,0,1,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor",31459,2015,"PIT","NL",23,4,23,10,1,0,0,0,0,0,4,2,3,9,0,12,2,1,23,28,8,6,1,1,0,1,0,0,7,9,0,0,1,0,0,0.214285714285714,4,0.692857142857143,"AvgPoor","AvgPoor"
"177",30764,2014,"dejesda01","TBA","AL",83,65,83,15,0,0,0,0,0,0,13,3,0,15,58,18,0,1,83,238,24,59,15,2,6,19,0,3,30,43,1,5,0,0,7,0.247899159663866,36,0.747683688860159,"AvgPoor","AvgPoor",31460,2015,"LAA","AL",30,10,30,15,0,0,0,0,0,0,11,2,2,15,0,18,0,2,30,56,3,7,1,0,0,4,0,0,2,13,0,2,0,0,1,0.125,6,0.326190476190476,"AvgPoor","AvgPoor"
"178",30764,2014,"dejesda01","TBA","AL",83,65,83,15,0,0,0,0,0,0,13,3,0,15,58,18,0,1,83,238,24,59,15,2,6,19,0,3,30,43,1,5,0,0,7,0.247899159663866,36,0.747683688860159,"AvgPoor","AvgPoor",31461,2015,"TBA","AL",82,65,82,53,0,0,0,0,0,0,52,0,2,53,23,16,0,1,82,232,24,60,8,2,5,26,3,2,19,39,1,4,0,2,4,0.258620689655172,45,0.69795719844358,"AvgPoor","AvgPoor"
"179",30765,2014,"dendema01","NYN","NL",53,41,53,45,0,0,0,0,0,0,28,18,1,45,0,8,1,1,53,152,23,38,11,0,0,7,7,4,21,34,0,1,0,0,1,0.25,27,0.667196007259528,"AvgPoor","AvgPoor",31463,2015,"WAS","NL",55,19,55,38,0,0,0,0,0,0,27,2,10,38,0,21,3,1,55,99,12,25,6,1,5,12,0,1,9,20,0,0,2,0,0,0.252525252525253,13,0.7996632996633,"AvgPoor","AvgPoor"
"180",30766,2014,"denorch01","SDN","NL",89,53,89,73,0,0,0,0,0,0,26,13,55,73,0,31,1,1,89,248,25,60,10,3,1,16,8,1,18,51,0,0,2,0,4,0.241935483870968,46,0.611781469803541,"AvgPoor","AvgPoor",31464,2015,"CHN","NL",103,45,103,76,1,0,0,0,0,0,43,6,28,75,0,38,0,1,103,212,18,57,11,1,3,18,0,1,15,56,1,1,2,1,7,0.268867924528302,42,0.691418802010382,"AvgPoor","AvgPoor"
"181",30767,2014,"denorch01","SEA","AL",32,22,32,28,0,0,0,0,0,0,7,0,21,28,2,6,2,2,32,82,11,16,2,1,2,5,1,2,7,19,0,0,0,1,2,0.195121951219512,11,0.572628726287263,"AvgPoor","AvgPoor",31464,2015,"CHN","NL",103,45,103,76,1,0,0,0,0,0,43,6,28,75,0,38,0,1,103,212,18,57,11,1,3,18,0,1,15,56,1,1,2,1,7,0.268867924528302,42,0.691418802010382,"AvgPoor","AvgPoor"
"182",30768,2014,"descada01","SLN","NL",104,30,104,55,1,0,4,21,14,19,0,0,0,0,0,57,2,1,104,161,20,39,11,0,0,10,1,3,20,33,0,2,1,0,2,0.242236024844721,28,0.643892339544513,"AvgPoor","AvgPoor",31465,2015,"COL","NL",101,39,101,58,0,0,7,15,5,33,0,0,1,1,0,48,2,1,101,185,22,38,3,2,5,22,1,2,20,45,6,0,4,0,3,0.205405405405405,28,0.607251153592617,"AvgPoor","AvgPoor"
"183",30769,2014,"desmoia01","WAS","NL",154,154,154,154,0,0,0,0,0,154,0,0,0,0,0,0,0,1,154,593,73,151,26,3,24,91,24,5,46,183,0,6,0,3,17,0.254637436762226,98,0.74328846834468,"AvgPoor","AvgPoor",31467,2015,"WAS","NL",156,155,156,155,0,0,0,0,0,155,0,0,0,0,0,1,0,1,156,583,69,136,27,2,19,62,13,5,45,187,0,3,6,4,9,0.23327615780446,88,0.673983333558434,"AvgPoor","AvgPoor"
"184",30770,2014,"diazjo02","TOR","AL",23,10,23,22,0,0,0,5,0,14,1,1,1,3,0,3,3,1,23,38,3,6,1,0,0,4,1,0,3,14,0,2,2,0,1,0.157894736842105,5,0.440024479804162,"AvgPoor","AvgPoor",31468,2015,"TOR","AL",7,4,7,7,0,0,0,0,0,6,2,0,0,2,0,0,0,1,7,13,1,2,0,0,0,2,0,0,1,3,0,1,1,0,0,0.153846153846154,2,0.420512820512821,"AvgPoor","AvgPoor"
"185",30771,2014,"dickech01","CLE","AL",41,27,41,34,0,0,0,0,0,0,19,5,11,34,5,9,1,1,41,98,12,22,4,0,2,6,3,0,12,38,0,0,2,0,2,0.224489795918367,16,0.635621521335807,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",30772,2014,"dickeco01","COL","NL",131,105,131,105,0,0,0,0,0,0,99,9,0,105,7,21,0,1,131,436,74,136,27,6,24,76,8,7,37,101,6,1,0,4,6,0.311926605504587,79,0.930530497869564,"Good","Good",31470,2015,"COL","NL",65,57,65,55,0,0,0,0,0,0,54,3,0,55,2,8,0,1,65,224,30,68,18,2,10,31,0,1,10,56,0,0,0,0,3,0.303571428571429,38,0.869047619047619,"Good","Good"
"187",30773,2014,"dietrde01","MIA","NL",49,43,49,44,0,0,0,44,1,0,0,0,0,0,0,5,0,1,49,158,31,36,6,2,5,17,1,0,13,38,0,10,2,0,1,0.227848101265823,23,0.712042800195818,"AvgPoor","AvgPoor",31471,2015,"MIA","NL",90,71,90,73,0,0,2,2,26,0,46,0,0,46,1,17,0,1,90,250,38,64,14,3,10,24,0,2,23,65,2,13,0,3,4,0.256,37,0.802020761245675,"AvgPoor","Good"
"188",30774,2014,"dobbsgr01","WAS","NL",21,3,21,3,0,0,3,0,0,0,0,0,0,0,0,18,0,2,21,28,0,6,1,0,0,2,0,0,1,4,0,0,0,1,0,0.214285714285714,5,0.483333333333333,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",30775,2014,"dominch01","SFN","NL",8,4,8,5,0,0,0,0,1,0,5,0,0,5,0,2,1,1,8,17,1,1,0,0,1,2,0,0,1,4,1,0,0,0,2,0.1,0,0.34640522875817,"AvgPoor","AvgPoor",31473,2015,"CIN","NL",14,4,14,5,0,0,2,0,0,0,2,0,1,3,0,9,0,1,14,23,2,6,1,1,1,3,0,0,0,12,0,0,0,0,0,0.260869565217391,3,0.782608695652174,"AvgPoor","AvgPoor"
"190",30776,2014,"dominma01","HOU","AL",157,151,157,153,0,0,0,0,153,0,0,0,0,0,4,0,0,1,157,564,51,121,17,0,16,57,0,1,29,125,2,5,2,7,23,0.214539007092199,88,0.585985581149991,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",30777,2014,"donaljo02","OAK","AL",158,155,158,150,0,0,0,0,150,0,0,0,0,0,9,3,0,1,158,608,93,155,31,2,29,98,8,0,76,130,5,7,0,4,16,0.254934210526316,93,0.798038148428626,"AvgPoor","AvgPoor",31474,2015,"TOR","AL",158,157,158,150,0,0,0,0,150,0,0,0,0,0,7,1,0,1,158,620,122,184,41,2,41,123,6,0,73,133,0,6,2,10,16,0.296774193548387,100,0.938686928431685,"Good","Good"
"192",30778,2014,"doumiry01","ATL","NL",100,22,100,20,0,2,0,0,0,0,9,0,9,18,5,76,0,1,100,157,11,31,4,0,5,17,1,0,7,49,1,1,0,1,1,0.197452229299363,22,0.553411096615762,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",30779,2014,"doziebr01","MIN","AL",156,155,156,156,0,0,0,156,0,0,0,0,0,0,0,0,0,1,156,598,112,145,33,1,23,71,21,7,89,129,1,9,3,8,8,0.24247491638796,88,0.761558414411675,"AvgPoor","AvgPoor",31476,2015,"MIN","AL",157,157,157,157,0,0,0,157,0,0,0,0,0,0,0,0,0,1,157,628,101,148,39,4,28,77,12,4,61,148,2,7,0,8,10,0.235668789808917,77,0.751085697741749,"AvgPoor","AvgPoor"
"194",30780,2014,"drewst01","BOS","AL",39,38,39,39,0,0,0,0,0,39,0,0,0,0,0,0,0,1,39,131,11,23,6,1,4,11,1,1,14,39,2,0,0,0,1,0.175572519083969,12,0.583416688602264,"AvgPoor","AvgPoor",31477,2015,"NYA","AL",131,105,131,130,0,0,0,123,4,15,0,0,0,0,0,7,0,1,131,383,43,77,16,1,17,44,0,2,37,71,1,1,4,3,7,0.201044386422977,43,0.652427459480763,"AvgPoor","AvgPoor"
"195",30781,2014,"drewst01","NYA","AL",46,40,46,45,0,0,0,34,0,12,0,0,0,0,1,4,0,2,46,140,7,21,8,0,3,15,0,0,13,36,1,0,0,2,0,0.15,10,0.490783410138249,"AvgPoor","AvgPoor",31477,2015,"NYA","AL",131,105,131,130,0,0,0,123,4,15,0,0,0,0,0,7,0,1,131,383,43,77,16,1,17,44,0,2,37,71,1,1,4,3,7,0.201044386422977,43,0.652427459480763,"AvgPoor","AvgPoor"
"196",30782,2014,"dudalu01","NYN","NL",153,138,153,146,0,0,146,0,0,0,1,0,0,1,3,10,0,1,153,514,74,130,27,0,30,92,3,2,69,135,8,9,0,4,9,0.252918287937743,73,0.829538035672316,"AvgPoor","Good",31479,2015,"NYN","NL",135,127,135,129,0,0,129,0,0,0,0,0,0,0,0,8,0,1,135,471,67,115,33,0,27,73,0,2,66,138,7,14,0,3,12,0.24416135881104,55,0.838185134938337,"AvgPoor","Good"
"197",30783,2014,"duffyma01","SFN","NL",34,10,34,17,0,0,0,9,2,7,0,0,0,0,0,16,2,1,34,60,5,16,2,0,0,8,0,1,1,14,0,2,1,0,1,0.266666666666667,14,0.601587301587302,"AvgPoor","AvgPoor",31480,2015,"SFN","NL",149,138,149,142,0,0,1,9,134,3,0,0,0,0,0,9,1,1,149,573,77,169,28,6,12,77,12,0,30,96,0,5,2,2,22,0.294938917975567,123,0.762000400537865,"Good","AvgPoor"
"198",30784,2014,"dunnad01","CHA","AL",106,102,106,29,1,0,23,0,0,0,4,0,2,6,75,4,0,1,106,363,43,80,17,0,20,54,1,1,65,132,5,3,0,4,5,0.220385674931129,43,0.772736772109813,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",30785,2014,"duvalad01","SFN","NL",28,18,28,22,0,0,21,0,1,0,0,0,0,0,1,8,0,1,28,73,8,14,2,0,3,5,0,0,3,20,0,1,0,0,0,0.191780821917808,9,0.576231987190891,"AvgPoor","AvgPoor",31482,2015,"CIN","NL",27,17,27,18,0,0,4,0,0,0,15,0,0,15,0,9,0,1,27,64,6,14,2,0,5,9,0,0,6,26,1,2,0,0,0,0.21875,7,0.789930555555556,"AvgPoor","AvgPoor"
"200",30786,2014,"dysonja01","KCA","AL",120,66,120,108,0,0,0,0,0,0,3,106,0,108,3,3,18,1,120,260,33,70,4,4,1,24,36,7,22,52,0,0,6,2,5,0.269230769230769,61,0.650866738894908,"AvgPoor","AvgPoor",31484,2015,"KCA","AL",90,55,90,79,0,0,0,0,0,0,27,37,17,79,2,5,19,1,90,200,31,50,8,6,2,18,26,3,14,37,0,4,6,1,3,0.25,34,0.690502283105023,"AvgPoor","AvgPoor"
"201",30787,2014,"eatonad02","CHA","AL",123,123,123,121,0,0,0,0,0,0,0,121,0,121,0,0,0,1,123,486,76,146,26,10,1,35,15,9,43,83,0,5,2,2,4,0.300411522633745,109,0.763174866408697,"Good","AvgPoor",31486,2015,"CHA","AL",153,151,153,145,0,0,0,0,0,0,0,145,0,145,7,2,0,1,153,610,98,175,28,9,14,56,18,8,58,131,2,14,5,2,5,0.286885245901639,124,0.792258652094718,"Good","AvgPoor"
"202",30788,2014,"ellisaj01","LAN","NL",93,89,93,92,0,92,0,0,0,0,0,0,0,0,0,2,0,1,93,283,21,54,9,0,3,25,0,0,53,57,5,4,3,4,15,0.190812720848057,42,0.577091379735393,"AvgPoor","AvgPoor",31487,2015,"LAN","NL",63,55,63,62,0,62,0,0,0,0,0,0,0,0,0,2,0,1,63,181,24,43,9,0,7,21,0,0,32,38,1,1,3,0,4,0.237569060773481,27,0.75845510404296,"AvgPoor","AvgPoor"
"203",30789,2014,"ellisma01","SLN","NL",73,46,73,55,0,0,3,50,3,0,0,0,0,0,0,22,0,1,73,178,15,32,6,0,0,12,4,1,14,38,3,4,4,2,0,0.179775280898876,26,0.466008398592668,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",30790,2014,"ellsbja01","NYA","AL",149,143,149,141,0,0,0,0,0,0,0,141,0,141,5,4,0,1,149,575,71,156,27,5,16,70,39,5,49,93,5,3,0,7,9,0.271304347826087,108,0.747206144561789,"AvgPoor","AvgPoor",31488,2015,"NYA","AL",111,106,111,110,0,0,0,0,0,0,0,110,0,110,0,4,0,1,111,452,66,116,15,2,7,33,21,9,35,86,1,7,1,3,6,0.256637168141593,92,0.66304018803084,"AvgPoor","AvgPoor"
"205",30791,2014,"elmorja01","CIN","NL",5,3,5,5,0,0,0,2,0,3,0,0,0,0,0,1,0,1,5,11,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0.181818181818182,2,0.431818181818182,"AvgPoor","AvgPoor",31489,2015,"TBA","AL",51,40,51,48,1,0,25,7,9,7,6,0,0,6,1,4,2,1,51,141,10,29,5,0,2,16,1,1,12,25,1,0,2,3,6,0.205673758865248,22,0.546508456082924,"AvgPoor","AvgPoor"
"206",30792,2014,"encared01","TOR","AL",128,127,128,81,0,0,80,0,0,0,2,0,0,2,46,1,0,1,128,477,75,128,27,2,34,98,2,0,62,82,6,2,0,1,18,0.268343815513627,65,0.901413353756179,"AvgPoor","Good",31490,2015,"TOR","AL",146,144,146,59,0,0,59,0,0,0,0,0,0,0,85,2,0,1,146,528,94,146,31,0,39,111,3,2,77,98,5,9,0,10,14,0.276515151515151,76,0.928613053613054,"AvgPoor","Good"
"207",30793,2014,"escobal02","KCA","AL",162,162,162,162,0,0,0,0,0,162,0,0,0,0,0,0,0,1,162,579,74,165,34,5,3,50,31,6,23,83,1,6,8,4,12,0.284974093264249,123,0.693504690304446,"Good","AvgPoor",31491,2015,"KCA","AL",148,148,148,148,0,0,0,0,0,148,0,0,0,0,0,0,0,1,148,612,76,157,20,5,3,47,17,5,26,75,1,8,11,5,10,0.256535947712418,129,0.613656215174242,"AvgPoor","AvgPoor"
"208",30794,2014,"escobed01","MIN","AL",133,117,133,132,0,0,0,9,25,98,2,1,0,3,1,5,4,1,133,433,52,119,35,2,6,37,1,1,24,93,1,2,4,2,6,0.274826789838337,76,0.721000135261731,"AvgPoor","AvgPoor",31492,2015,"MIN","AL",127,114,127,116,0,0,0,11,5,71,35,0,1,36,8,6,1,1,127,409,48,107,31,4,12,58,2,3,28,86,1,2,2,5,7,0.26161369193154,60,0.753546333619683,"AvgPoor","AvgPoor"
"209",30795,2014,"escobyu01","TBA","AL",137,134,137,136,0,0,0,0,0,136,1,0,0,1,0,2,0,1,137,476,33,123,18,0,7,39,1,1,43,60,3,4,4,2,15,0.258403361344538,98,0.664145658263305,"AvgPoor","AvgPoor",31493,2015,"WAS","NL",139,138,139,134,0,0,0,0,134,0,0,0,0,0,3,1,0,1,139,535,75,168,25,1,9,56,2,2,45,70,0,8,1,2,24,0.314018691588785,133,0.789529542214478,"Good","AvgPoor"
"210",30796,2014,"espinda01","WAS","NL",114,85,114,100,0,0,0,89,0,12,0,0,0,0,0,14,4,1,114,333,31,73,14,3,8,27,8,1,18,122,5,12,0,1,5,0.219219219219219,48,0.634318384318384,"AvgPoor","AvgPoor",31494,2015,"WAS","NL",118,95,118,105,0,0,5,81,16,8,5,0,0,5,0,13,2,1,118,367,59,88,21,1,13,37,5,2,33,106,5,6,3,3,6,0.239782016348774,53,0.719232793481809,"AvgPoor","AvgPoor"
"211",30797,2014,"ethiean01","LAN","NL",130,79,130,93,0,0,1,0,0,0,16,68,15,92,1,41,0,1,130,341,29,85,17,6,4,42,2,2,31,74,3,6,1,1,5,0.249266862170088,58,0.691401202423417,"AvgPoor","AvgPoor",31495,2015,"LAN","NL",142,106,142,127,0,0,0,0,0,0,51,1,80,127,1,27,0,1,142,395,54,116,20,7,14,53,2,3,43,75,2,4,0,3,11,0.293670886075949,75,0.852368084198549,"Good","Good"
"212",30798,2014,"evansni01","ARI","NL",18,3,18,5,0,0,3,0,1,0,1,0,0,1,1,13,1,1,18,22,2,6,2,0,2,7,0,0,1,10,0,0,0,0,0,0.272727272727273,2,0.940711462450593,"AvgPoor","Good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",30799,2014,"faluir01","MIL","NL",11,1,11,5,0,0,0,0,3,2,0,0,0,0,0,6,0,1,11,10,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0.1,0,0.288888888888889,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",30800,2014,"faluir01","SDN","NL",11,5,11,11,0,0,0,11,0,0,0,0,0,0,0,1,0,2,11,20,0,3,0,0,0,0,1,0,3,4,1,0,0,0,1,0.15,3,0.410869565217391,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",30801,2014,"federti01","LAN","NL",23,19,23,22,0,22,0,0,0,0,0,0,0,0,0,1,0,1,23,71,2,8,3,0,1,5,0,0,3,18,0,1,2,1,3,0.1,4,0.355077835433655,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",30802,2014,"fieldpr01","TEX","AL",42,42,42,39,0,0,39,0,0,0,0,0,0,0,3,0,0,1,42,150,19,37,8,0,3,16,0,0,25,24,11,2,0,1,5,0.246666666666667,26,0.719550561797753,"AvgPoor","AvgPoor",31498,2015,"TEX","AL",158,157,158,18,0,0,18,0,0,0,0,0,0,0,139,1,0,1,158,613,78,187,28,0,23,98,0,0,64,88,14,11,0,5,21,0.305057096247961,136,0.841361647234404,"Good","Good"
"217",30803,2014,"figgich01","LAN","NL",38,12,38,17,0,0,0,5,10,2,1,0,0,1,0,23,0,1,38,60,8,13,3,0,0,1,4,1,14,15,0,1,1,0,0,0.216666666666667,10,0.64,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",30804,2014,"figueco01","TBA","AL",23,11,23,16,0,0,0,16,0,0,0,0,0,0,1,7,4,1,23,43,6,10,2,1,0,6,0,0,4,4,0,0,0,2,0,0.232558139534884,7,0.611295681063123,"AvgPoor","AvgPoor",31500,2015,"NYA","AL",2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,"AvgPoor","AvgPoor"
