"","X1.x","yearID.x","playerID","teamID","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y","Improved"
"134",28790,2011,"grandcu01","NYA","AL",156,151,156,155,0,0,0,0,0,0,0,155,0,155,1,4,0,1,156,583,136,153,26,10,41,119,25,10,85,169,0,12,4,7,12,0.262435677530017,76,0.916216627842235,"AvgPoor","Good",29464,2012,"AL",160,153,160,157,0,0,0,0,0,0,0,157,0,157,1,5,0,1,160,596,102,138,18,4,43,106,10,3,75,195,4,5,1,7,5,0.231543624161074,73,0.810790826102764,"AvgPoor","Good","No"
"135",28791,2011,"greenta01","MIL","NL",20,7,20,10,0,0,0,7,5,0,0,0,0,0,0,12,0,1,20,37,2,10,3,0,0,1,0,0,0,6,0,0,0,0,1,0.27027027027027,7,0.621621621621622,"AvgPoor","AvgPoor",29467,2012,"NL",58,23,58,35,0,0,18,4,13,0,0,0,0,0,1,28,1,1,58,103,8,19,7,0,3,14,0,0,10,24,0,2,0,2,3,0.184466019417476,9,0.604763090199983,"AvgPoor","AvgPoor","No"
"136",28792,2011,"greenty02","SLN","NL",58,24,58,48,0,0,0,25,0,20,2,0,8,10,0,13,9,1,58,104,22,22,5,0,1,11,11,0,13,31,2,4,0,0,3,0.211538461538462,16,0.610775588048315,"AvgPoor","AvgPoor",29469,2012,"NL",77,44,77,60,0,0,0,55,0,9,1,0,2,3,0,17,8,1,77,179,16,39,9,2,4,19,9,2,13,56,1,1,2,2,4,0.217877094972067,24,0.629336771236213,"AvgPoor","AvgPoor","No"
"137",28794,2011,"gutiefr01","SEA","AL",92,85,92,92,0,0,0,0,0,0,0,92,0,92,0,2,0,1,92,322,26,72,13,0,1,19,13,2,16,56,1,1,3,2,6,0.22360248447205,58,0.534288992914519,"AvgPoor","AvgPoor",29471,2012,"AL",40,38,40,38,0,0,0,0,0,0,0,38,0,38,1,2,0,1,40,150,18,39,10,1,4,17,3,1,9,31,0,2,1,1,5,0.26,24,0.728641975308642,"AvgPoor","AvgPoor","No"
"138",28795,2011,"guyerbr01","TBA","AL",15,12,15,14,0,0,0,0,0,0,3,0,11,14,1,1,0,1,15,41,7,8,1,0,2,3,0,0,1,9,0,0,1,0,1,0.195121951219512,5,0.5801393728223,"AvgPoor","AvgPoor",29472,2012,"AL",3,2,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,1,3,7,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.142857142857143,0,0.714285714285714,"AvgPoor","AvgPoor","No"
"139",28796,2011,"guzmaje01","SDN","NL",76,62,76,59,0,0,53,0,0,0,6,0,1,7,4,14,0,1,76,247,33,77,22,2,5,44,9,2,22,43,2,1,0,1,6,0.311740890688259,48,0.846736483559168,"Good","Good",29473,2012,"NL",120,65,120,77,0,0,19,4,0,0,52,0,7,58,1,50,0,1,120,287,32,71,18,2,9,48,3,3,29,71,3,2,1,2,2,0.247386759581882,42,0.736868466898955,"AvgPoor","AvgPoor","No"
"140",28797,2011,"gwynnto02","LAN","NL",136,63,136,121,0,0,0,0,0,0,110,12,2,121,0,27,8,1,136,312,37,80,12,6,2,22,22,6,23,61,1,1,2,2,2,0.256410256410256,60,0.66025641025641,"AvgPoor","AvgPoor",29474,2012,"NL",103,57,103,90,0,0,0,0,0,0,38,53,3,90,0,20,4,1,103,259,29,60,8,4,0,17,13,6,16,52,2,0,2,0,6,0.231660231660232,48,0.56979992979993,"AvgPoor","AvgPoor","No"
"141",28800,2011,"hairssc01","NYN","NL",79,25,79,35,0,0,0,1,0,0,10,10,15,35,3,49,0,1,79,132,20,31,8,1,7,24,1,1,11,34,2,2,0,0,2,0.234848484848485,15,0.773145245559039,"AvgPoor","AvgPoor",29477,2012,"NL",134,86,134,108,0,0,0,0,0,0,59,14,48,108,0,38,1,1,134,377,52,99,25,3,20,57,8,2,19,83,0,1,0,1,10,0.262599469496021,51,0.802973754715221,"AvgPoor","Good","Yes"
"142",28804,2011,"hamiljo03","TEX","AL",121,120,121,112,0,0,0,0,0,0,85,35,0,112,9,0,0,1,121,487,80,145,31,5,25,94,8,1,39,93,13,2,0,10,8,0.297741273100616,84,0.881659198644306,"Good","Good",29479,2012,"AL",148,146,148,138,0,0,0,0,0,0,84,95,2,138,10,1,0,1,148,562,103,160,31,2,43,128,7,4,60,162,13,5,0,9,9,0.284697508896797,84,0.930286040421675,"Good","Good","No"
"143",28807,2011,"hanigry01","CIN","NL",91,73,91,89,0,89,0,0,0,0,0,0,0,0,0,3,0,1,91,266,27,71,6,0,6,31,0,0,35,32,3,2,1,0,3,0.266917293233083,59,0.713578500707214,"AvgPoor","AvgPoor",29480,2012,"NL",112,98,112,110,0,110,0,0,0,0,0,0,0,0,0,2,0,1,112,317,25,87,14,0,2,24,0,0,44,37,13,3,4,3,6,0.274447949526814,71,0.702662047980471,"AvgPoor","AvgPoor","No"
"144",28808,2011,"hannaja01","CLE","AL",110,91,110,108,0,0,8,0,104,0,0,0,0,0,0,2,1,1,110,320,38,80,16,2,8,40,2,1,38,80,0,2,4,2,7,0.25,54,0.718991712707182,"AvgPoor","AvgPoor",29481,2012,"AL",105,81,105,100,0,0,2,0,96,7,0,0,0,0,0,4,2,1,105,287,23,70,16,0,4,29,0,2,27,63,0,2,1,1,9,0.24390243902439,50,0.653766253750866,"AvgPoor","AvgPoor","No"
"145",28809,2011,"hardyjj01","BAL","AL",129,129,129,129,0,0,0,0,0,129,0,0,0,0,0,0,0,1,129,527,76,142,27,0,30,80,0,0,31,92,3,2,2,5,10,0.269449715370019,85,0.801195613843596,"AvgPoor","Good",29482,2012,"AL",158,158,158,158,0,0,0,0,0,158,0,0,0,0,0,0,0,1,158,663,85,158,30,2,22,68,0,0,38,106,4,3,7,2,21,0.238310708898944,104,0.671009959878482,"AvgPoor","AvgPoor","No"
"146",28810,2011,"harrijo05","PIT","NL",65,51,65,56,0,0,0,6,50,0,0,0,0,0,0,9,4,1,65,195,21,53,13,2,1,16,4,1,3,24,0,0,5,1,6,0.271794871794872,37,0.655766009534854,"AvgPoor","AvgPoor",29484,2012,"NL",104,56,104,73,0,0,0,28,14,25,1,0,12,13,1,33,5,1,104,249,34,58,9,5,3,16,7,3,10,37,0,7,7,3,3,0.232931726907631,41,0.624191935026351,"AvgPoor","AvgPoor","No"
"147",28812,2011,"hartco01","MIL","NL",130,123,130,126,0,0,0,0,0,0,0,0,126,126,0,7,0,1,130,492,80,140,25,4,26,63,7,6,51,114,1,4,3,1,12,0.284552845528455,85,0.86600201768441,"Good","Good",29486,2012,"NL",149,146,149,147,0,0,103,0,0,0,0,0,53,53,0,3,0,1,149,562,91,152,35,4,30,83,5,0,44,151,5,11,2,3,13,0.270462633451957,83,0.840988405464355,"AvgPoor","Good","No"
"148",28816,2011,"headlch01","SDN","NL",113,102,113,107,0,0,0,0,107,0,0,0,0,0,0,7,1,1,113,381,43,110,28,1,4,44,13,2,52,92,8,2,1,3,6,0.288713910761155,77,0.773379354977888,"Good","AvgPoor",29488,2012,"NL",161,159,161,160,0,0,1,0,159,0,0,0,0,0,0,2,0,1,161,604,95,173,31,2,31,115,17,6,86,157,2,4,0,5,7,0.286423841059603,109,0.874596159129883,"Good","Good","Yes"
"149",28817,2011,"heisech01","CIN","NL",120,54,120,102,0,0,0,0,0,0,88,18,10,102,0,36,1,1,120,279,44,71,9,1,18,50,6,1,19,78,3,5,1,4,1,0.254480286738351,43,0.796901451204278,"AvgPoor","AvgPoor",29490,2012,"NL",120,80,120,101,0,0,0,0,0,0,63,36,13,101,0,22,0,1,120,347,44,92,16,5,7,31,6,3,18,81,0,7,3,0,8,0.265129682997118,64,0.715092497908339,"AvgPoor","AvgPoor","No"
"150",28819,2011,"heltoto01","COL","NL",124,113,124,119,0,0,119,0,0,0,0,0,0,0,0,5,0,1,124,421,59,127,27,0,14,69,0,1,59,71,5,3,0,8,6,0.30166270783848,86,0.850486911678624,"Good","Good",29491,2012,"NL",69,64,69,67,0,0,67,0,0,0,0,0,0,0,0,4,0,1,69,240,31,57,16,1,7,37,1,1,39,44,1,1,0,3,6,0.2375,33,0.742756183745583,"AvgPoor","AvgPoor","No"
"151",28821,2011,"hermije01","SDN","NL",20,11,20,13,0,0,0,0,0,0,0,0,13,13,0,7,0,2,20,40,3,9,2,1,1,6,0,0,7,19,0,1,0,0,0,0.225,5,0.754166666666667,"AvgPoor","AvgPoor",29492,2012,"NL",13,4,13,7,0,0,0,0,0,0,1,0,6,7,0,8,0,1,13,24,2,6,1,1,0,2,1,0,3,7,1,0,0,0,0,0.25,4,0.708333333333333,"AvgPoor","AvgPoor","No"
"152",28824,2011,"herrejo03","COL","NL",104,62,104,87,0,0,0,62,9,21,0,0,0,0,0,23,1,1,104,281,28,68,5,1,3,14,4,4,28,40,0,1,10,0,7,0.241992882562278,59,0.611835610148089,"AvgPoor","AvgPoor",29498,2012,"NL",86,55,86,69,0,0,0,19,13,42,0,0,0,0,0,17,1,1,86,225,29,59,9,1,3,12,4,1,16,39,3,2,7,0,5,0.262222222222222,46,0.66798353909465,"AvgPoor","AvgPoor","No"
"153",28825,2011,"heywaja01","ATL","NL",128,106,128,122,0,0,0,0,0,0,0,0,122,122,0,7,6,1,128,396,50,90,18,2,14,42,9,2,51,93,4,4,0,3,7,0.227272727272727,56,0.708272148800783,"AvgPoor","AvgPoor",29501,2012,"NL",158,151,158,156,0,0,0,0,0,0,0,2,154,156,0,3,0,1,158,587,93,158,30,6,27,82,21,8,58,152,1,2,0,3,4,0.269165247018739,95,0.814089896474905,"AvgPoor","Good","Yes"
"154",28827,2011,"hillaa01","ARI","NL",33,32,33,33,0,0,0,33,0,0,0,0,0,0,0,1,0,2,33,124,23,39,12,2,2,16,5,4,12,19,0,3,2,1,2,0.314516129032258,23,0.877649769585253,"Good","Good",29503,2012,"NL",156,151,156,153,0,0,0,153,0,0,0,0,0,0,0,3,0,1,156,609,93,184,44,6,26,85,14,5,52,86,7,4,1,2,15,0.302134646962233,108,0.881987577639752,"Good","Good","No"
"155",28829,2011,"hillko01","CHN","NL",46,38,46,45,0,45,0,0,0,0,0,0,0,0,0,2,0,1,46,134,15,26,3,1,2,9,1,0,14,40,3,0,4,1,3,0.194029850746269,20,0.544575778824001,"AvgPoor","AvgPoor",29504,2012,"NL",11,10,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,1,11,39,3,7,1,0,0,1,0,0,0,7,0,0,0,0,0,0.179487179487179,6,0.384615384615385,"AvgPoor","AvgPoor","No"
"156",28830,2011,"hinsker01","ATL","NL",117,50,117,57,0,0,13,0,0,0,32,0,16,46,1,64,0,1,117,236,24,55,10,0,10,28,0,1,26,71,1,1,0,1,5,0.233050847457627,35,0.713148433487417,"AvgPoor","AvgPoor",29506,2012,"NL",91,22,91,25,0,0,15,0,0,0,6,0,4,10,4,65,0,1,91,132,9,26,7,1,2,13,0,0,14,41,2,0,0,1,5,0.196969696969697,16,0.582714904143476,"AvgPoor","AvgPoor","No"
"157",28832,2011,"hollima01","SLN","NL",124,119,124,115,0,0,0,0,0,0,115,0,0,115,5,5,0,1,124,446,83,132,36,0,22,75,2,1,60,93,4,8,0,2,21,0.295964125560538,74,0.912260576354851,"Good","Good",29509,2012,"NL",157,154,157,152,0,0,0,0,0,0,152,0,0,152,2,3,0,1,157,599,95,177,36,2,27,102,4,4,75,132,3,9,0,5,16,0.295492487479132,112,0.876856291493575,"Good","Good","No"
"158",28834,2011,"hosmeer01","KCA","AL",128,127,128,127,0,0,127,0,0,0,0,0,0,0,0,1,0,1,128,523,66,153,27,3,19,78,11,5,34,82,7,1,0,5,13,0.292543021032505,104,0.798552550696385,"Good","AvgPoor",29511,2012,"AL",152,144,152,150,0,0,148,0,0,0,0,0,3,3,0,1,1,1,152,535,65,124,22,2,14,60,16,1,56,95,4,2,0,5,10,0.231775700934579,86,0.663226330759854,"AvgPoor","AvgPoor","No"
"159",28835,2011,"howarry01","PHI","NL",152,146,152,149,0,0,149,0,0,0,0,0,0,0,1,4,1,1,152,557,81,141,30,1,33,116,1,0,75,172,16,7,0,5,10,0.253141831238779,77,0.834603633038572,"AvgPoor","Good",29512,2012,"NL",71,66,71,67,0,0,67,0,0,0,0,0,0,0,0,5,0,1,71,260,28,57,11,0,14,56,0,0,25,99,7,4,0,3,8,0.219230769230769,32,0.717597471022129,"AvgPoor","AvgPoor","No"
"160",28838,2011,"hudsoor01","SDN","NL",119,111,119,114,0,0,0,114,0,0,0,0,0,0,0,7,0,1,119,398,54,98,15,3,7,43,19,3,49,84,6,2,1,4,5,0.246231155778894,73,0.680677116265655,"AvgPoor","AvgPoor",29514,2012,"NL",35,33,35,33,0,0,0,33,0,0,0,0,0,0,0,2,0,1,35,123,11,26,0,5,1,11,3,2,8,27,0,0,0,0,3,0.211382113821138,20,0.576615155464532,"AvgPoor","AvgPoor","No"
"161",28839,2011,"huffau01","SFN","NL",150,136,150,135,0,0,120,0,0,0,9,0,13,16,2,13,0,1,150,521,45,128,27,1,12,59,5,3,47,90,6,2,0,9,11,0.245681381957774,88,0.67614094059849,"AvgPoor","AvgPoor",29515,2012,"NL",52,15,52,20,0,0,15,1,0,0,5,0,0,5,0,32,0,1,52,78,7,15,4,0,1,7,0,0,16,12,1,0,0,1,3,0.192307692307692,10,0.608367071524966,"AvgPoor","AvgPoor","No"
"162",28840,2011,"hughelu01","MIN","AL",96,77,96,82,0,0,36,37,13,0,0,0,0,0,6,10,7,1,96,287,31,64,12,0,7,30,3,2,24,79,0,3,2,1,2,0.222996515679443,45,0.626867982965544,"AvgPoor","AvgPoor",29516,2012,"AL",4,3,4,4,0,0,1,3,1,0,0,0,0,0,0,1,0,1,4,10,0,2,0,0,0,2,1,0,0,4,0,0,0,1,0,0.2,2,0.381818181818182,"AvgPoor","AvgPoor","No"
"163",28841,2011,"hundlni01","SDN","NL",82,73,82,76,0,76,0,0,0,0,0,0,0,0,0,9,0,1,82,281,34,81,16,5,9,29,1,1,22,74,3,4,0,1,3,0.288256227758007,51,0.824270924804733,"Good","Good",29518,2012,"NL",58,56,58,56,0,56,0,0,0,0,0,0,0,0,0,2,0,1,58,204,14,32,7,1,3,22,0,3,15,56,2,2,1,3,4,0.156862745098039,21,0.463848039215686,"AvgPoor","AvgPoor","No"
"164",28843,2011,"hunteto01","LAA","AL",156,153,156,137,0,0,0,0,0,0,0,1,136,137,19,0,0,1,156,580,80,152,24,2,23,82,5,7,62,125,2,4,0,3,24,0.262068965517241,103,0.765211731576431,"AvgPoor","AvgPoor",29519,2012,"AL",140,133,140,134,0,0,0,0,0,0,0,0,134,134,6,1,1,1,140,534,81,167,24,1,16,92,9,1,38,133,1,8,1,3,15,0.312734082397004,126,0.816662490925794,"Good","Good","Yes"
"165",28846,2011,"iglesjo01","BOS","AL",10,1,10,8,0,0,0,0,0,8,0,0,0,0,0,0,5,1,10,6,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.333333333333333,2,0.666666666666667,"Good","AvgPoor",29522,2012,"AL",25,23,25,24,0,0,0,0,0,24,0,0,0,0,1,0,1,1,25,68,5,8,2,0,1,2,1,0,4,16,0,3,2,0,2,0.117647058823529,5,0.391176470588235,"AvgPoor","AvgPoor","No"
"166",28848,2011,"ingebr01","DET","AL",102,77,102,99,0,0,0,0,99,0,0,0,0,0,1,3,2,1,102,269,29,53,10,2,3,23,1,1,24,74,0,2,5,3,9,0.197026022304833,38,0.547628552181832,"AvgPoor","AvgPoor",29525,2012,"AL",9,6,9,7,0,0,0,6,2,0,0,0,0,0,2,2,0,1,9,20,2,2,1,0,1,2,0,0,0,6,0,0,0,0,0,0.1,0,0.4,"AvgPoor","AvgPoor","No"
"167",28851,2011,"izturma01","LAA","AL",122,105,122,98,0,0,0,49,37,16,0,0,0,0,12,17,0,1,122,449,51,124,35,0,5,38,9,6,33,65,3,8,0,4,6,0.276169265033408,84,0.721535936809644,"AvgPoor","AvgPoor",29530,2012,"AL",100,70,100,79,0,0,0,29,30,26,0,0,0,0,0,26,0,1,100,289,35,74,11,0,2,20,17,2,25,38,0,2,3,0,10,0.256055363321799,61,0.634499145898121,"AvgPoor","AvgPoor","No"
"168",28852,2011,"jacksau01","DET","AL",153,142,153,152,0,0,0,0,0,0,0,152,0,152,1,2,3,1,153,591,90,147,22,11,10,45,22,5,56,181,3,4,14,3,11,0.248730964467005,104,0.690456231857061,"AvgPoor","AvgPoor",29531,2012,"AL",137,135,137,137,0,0,0,0,0,0,0,137,0,137,0,1,1,1,137,543,103,163,29,10,16,66,12,9,67,134,0,2,2,3,9,0.300184162062615,108,0.856057135156987,"Good","Good","Yes"
"169",28858,2011,"jayjo02","SLN","NL",159,107,159,140,0,0,0,0,0,0,19,75,56,140,0,29,2,1,159,455,56,135,24,2,10,37,6,7,28,81,1,7,9,4,11,0.296703296703297,99,0.768305378831695,"Good","AvgPoor",29537,2012,"NL",117,108,117,116,0,0,0,0,0,0,0,116,0,116,0,1,3,1,117,443,70,135,22,4,4,40,19,7,34,71,3,15,9,1,9,0.304740406320542,105,0.772773684861194,"Good","AvgPoor","No"
"170",28859,2011,"jennide01","TBA","AL",63,61,63,60,0,0,0,0,0,0,53,8,1,60,1,2,0,1,63,247,44,64,9,4,10,25,20,6,31,59,1,6,3,0,1,0.259109311740891,41,0.805026515367509,"AvgPoor","Good",29538,2012,"AL",132,124,132,129,0,0,0,0,0,0,111,21,1,129,0,5,0,1,132,505,85,124,19,7,13,47,31,2,46,120,1,5,6,1,7,0.245544554455446,85,0.702301935759106,"AvgPoor","AvgPoor","No"
"171",28860,2011,"jeterde01","NYA","AL",131,131,131,122,0,0,0,0,0,122,0,0,0,0,10,0,0,1,131,546,84,162,24,4,6,61,16,6,46,81,0,6,4,5,10,0.296703296703297,128,0.743170593916863,"Good","AvgPoor",29539,2012,"AL",159,158,159,135,0,0,0,0,0,135,0,0,0,0,25,0,0,1,159,683,99,216,32,0,15,58,9,4,45,90,1,5,6,1,24,0.316251830161054,169,0.791387571261584,"Good","AvgPoor","No"
"172",28861,2011,"johnsch05","HOU","NL",107,98,107,101,0,0,0,0,101,0,0,0,0,0,0,7,1,1,107,378,32,95,21,3,7,42,2,2,16,97,3,7,0,4,2,0.251322751322751,64,0.669664902998236,"AvgPoor","AvgPoor",29541,2012,"NL",92,89,92,92,0,0,6,0,88,0,0,0,1,1,0,1,0,1,92,341,36,95,21,3,8,41,4,1,23,92,1,3,0,1,12,0.278592375366569,63,0.756956840494709,"AvgPoor","AvgPoor","No"
"173",28863,2011,"johnsel02","TBA","AL",70,41,70,61,0,0,2,9,0,52,1,1,0,2,1,16,6,1,70,160,20,31,7,2,4,17,6,7,14,53,0,0,6,1,3,0.19375,18,0.594642857142857,"AvgPoor","AvgPoor",29543,2012,"AL",123,80,123,118,0,0,0,13,6,100,3,0,0,3,2,10,6,1,123,297,32,72,10,2,6,33,18,6,24,84,0,3,5,2,3,0.242424242424242,54,0.653849331763442,"AvgPoor","AvgPoor","No"
"174",28865,2011,"johnske05","TOR","AL",33,32,33,33,0,0,0,33,0,0,0,0,0,0,0,0,0,2,33,115,16,31,4,2,3,9,3,3,16,31,0,1,0,0,0,0.269565217391304,22,0.78102766798419,"AvgPoor","AvgPoor",29544,2012,"AL",142,136,142,136,0,0,0,136,0,0,0,0,0,0,4,5,0,1,142,507,61,114,19,2,16,55,14,2,62,159,4,5,2,4,8,0.224852071005917,77,0.678040307665008,"AvgPoor","AvgPoor","No"
"175",28866,2011,"johnsre02","CHN","NL",111,49,111,84,0,0,0,0,0,0,27,24,44,84,0,33,1,1,111,246,33,76,22,1,5,28,2,1,5,63,1,11,2,2,4,0.308943089430894,48,0.815964523281596,"Good","Good",29547,2012,"NL",76,33,76,53,0,0,0,0,0,0,18,22,24,53,0,31,0,1,76,169,23,51,9,3,3,16,2,1,10,43,1,4,0,0,3,0.301775147928994,36,0.798978239079122,"Good","AvgPoor","No"
"176",28868,2011,"jonesad01","BAL","AL",151,145,151,148,0,0,0,0,0,0,0,148,0,148,3,0,3,1,151,567,68,159,26,2,25,83,12,4,29,113,2,9,1,12,16,0.28042328042328,106,0.784895337569568,"Good","AvgPoor",29549,2012,"AL",162,162,162,162,0,0,0,0,0,0,0,162,0,162,1,0,0,1,162,648,103,186,39,3,32,82,16,7,34,126,0,13,0,2,15,0.287037037037037,112,0.838919443116,"Good","Good","Yes"
"177",28869,2011,"jonesan01","NYA","AL",77,58,77,57,0,0,0,0,0,0,39,0,19,57,16,12,1,1,77,190,27,47,8,0,13,33,0,0,29,62,0,3,0,0,3,0.247368421052632,26,0.850592697961119,"AvgPoor","Good",29550,2012,"AL",94,65,94,66,0,0,0,0,0,0,47,0,23,66,18,25,2,1,94,233,27,46,7,0,14,34,0,0,28,71,1,5,0,3,2,0.197424892703863,25,0.701405619286182,"AvgPoor","AvgPoor","No"
"178",28870,2011,"jonesch06","ATL","NL",126,114,126,116,0,0,0,0,116,0,0,0,0,0,3,11,0,1,126,455,56,125,33,1,18,70,2,2,51,80,10,0,0,6,10,0.274725274725275,73,0.81407967032967,"AvgPoor","Good",29551,2012,"NL",112,101,112,103,0,0,0,0,103,0,0,0,0,0,1,10,0,1,112,387,58,111,23,0,14,62,1,0,57,51,6,1,0,3,15,0.286821705426357,74,0.832012504614249,"Good","Good","No"
"179",28871,2011,"jonesga02","PIT","NL",148,109,148,121,0,0,34,0,0,0,0,0,90,90,2,33,1,1,148,423,51,103,30,1,16,58,6,3,48,104,2,2,0,4,7,0.243498817966903,56,0.753378830456309,"AvgPoor","AvgPoor",29552,2012,"NL",145,127,145,128,0,0,72,0,0,0,0,0,66,66,4,16,0,1,145,475,68,130,28,3,27,86,2,0,33,103,2,0,0,7,3,0.273684210526316,72,0.832294328053143,"AvgPoor","Good","Yes"
"180",28872,2011,"joycema01","TBA","AL",141,121,141,136,0,0,0,0,0,0,15,0,126,136,1,16,0,1,141,462,69,128,32,2,19,75,13,1,49,106,9,4,0,7,7,0.277056277056277,75,0.825098273374135,"AvgPoor","Good",29553,2012,"AL",124,110,124,115,0,0,0,0,0,0,33,0,89,115,4,13,0,1,124,399,55,96,18,3,17,59,4,3,55,102,4,6,1,1,10,0.240601503759398,58,0.769135419894639,"AvgPoor","AvgPoor","No"
"181",28875,2011,"kellydo01","DET","AL",113,62,112,107,1,1,15,0,45,0,17,4,39,58,2,9,9,1,113,257,35,63,8,3,7,28,2,1,14,32,0,3,6,1,8,0.245136186770428,45,0.672232048107534,"AvgPoor","AvgPoor",29558,2012,"AL",75,29,75,68,0,0,8,1,3,0,18,8,35,59,4,4,6,1,75,113,14,21,2,1,1,7,2,0,14,22,0,0,0,0,2,0.185840707964602,17,0.523378161800571,"AvgPoor","AvgPoor","No"
"182",28876,2011,"kempma01","LAN","NL",161,160,161,159,0,0,0,0,0,0,0,159,0,159,2,1,0,1,161,602,115,195,33,4,39,126,40,11,74,159,24,6,0,7,16,0.323920265780731,119,0.985507910255607,"Good","Good",29559,2012,"NL",106,105,106,105,0,0,0,0,0,0,0,105,0,105,0,1,0,1,106,403,74,122,22,2,23,69,9,4,40,103,8,3,0,3,10,0.30272952853598,75,0.905944834675347,"Good","Good","No"
"183",28877,2011,"kendrho01","LAA","AL",140,136,140,138,0,0,17,108,0,0,23,0,0,23,0,3,0,1,140,537,86,153,30,6,18,63,14,6,33,119,3,10,3,0,18,0.284916201117318,99,0.801618185320747,"Good","Good",29560,2012,"AL",147,142,147,143,0,0,2,143,0,0,2,0,0,2,1,3,1,1,147,550,57,158,32,3,8,67,14,6,29,115,1,4,6,5,26,0.287272727272727,115,0.724829931972789,"Good","AvgPoor","No"
"184",28881,2011,"kinslia01","TEX","AL",155,154,155,144,0,0,0,144,0,0,0,0,0,0,11,1,0,1,155,620,121,158,34,4,32,77,30,4,89,71,2,8,4,2,17,0.254838709677419,88,0.832078603795594,"AvgPoor","Good",29563,2012,"AL",157,157,157,144,0,0,0,144,1,0,0,0,0,0,13,0,0,1,157,655,105,168,42,5,19,72,21,9,60,90,0,10,1,5,14,0.256488549618321,102,0.748928160619053,"AvgPoor","AvgPoor","No"
"185",28882,2011,"kipnija01","CLE","AL",36,34,36,36,0,0,0,36,0,0,0,0,0,0,0,1,0,1,36,136,24,37,9,1,7,19,5,0,11,34,0,2,0,1,0,0.272058823529412,20,0.840686274509804,"AvgPoor","Good",29564,2012,"AL",152,148,152,146,0,0,0,146,0,0,0,0,0,0,4,3,0,1,152,591,86,152,22,4,14,76,31,7,67,109,2,5,3,6,12,0.257191201353638,112,0.713846714165396,"AvgPoor","AvgPoor","No"
"186",28883,2011,"konerpa01","CHA","AL",149,147,149,111,0,0,111,0,0,0,0,0,0,0,37,2,0,1,149,543,69,163,25,0,31,105,1,1,77,89,17,8,0,11,14,0.300184162062615,107,0.905601812223865,"Good","Good",29567,2012,"AL",144,143,144,105,0,0,105,0,0,0,0,0,0,0,39,1,0,1,144,533,66,159,22,0,26,75,0,0,56,83,4,7,0,2,16,0.298311444652908,111,0.85716616363488,"Good","Good","No"
"187",28886,2011,"kottage01","MIL","NL",49,31,49,36,0,36,0,0,0,0,0,0,0,0,0,14,0,1,49,111,15,28,6,1,5,17,0,1,10,26,0,0,1,1,2,0.252252252252252,16,0.770934869295525,"AvgPoor","AvgPoor",29570,2012,"NL",58,25,58,32,0,27,6,0,0,0,0,0,0,0,1,29,0,1,58,86,10,18,4,0,3,12,0,0,29,24,1,0,1,0,2,0.209302325581395,11,0.769160768452983,"AvgPoor","AvgPoor","No"
"188",28889,2011,"kozmape01","SLN","NL",16,3,16,14,0,0,0,10,1,3,0,0,0,0,0,5,2,1,16,17,2,3,1,0,0,1,0,0,4,4,0,0,1,0,0,0.176470588235294,2,0.568627450980392,"AvgPoor","AvgPoor",29572,2012,"NL",26,22,26,26,0,0,0,1,0,25,0,0,0,0,0,1,0,1,26,72,11,24,5,3,2,14,2,0,7,19,1,0,1,2,4,0.333333333333333,14,0.95216049382716,"Good","Good","Yes"
"189",28890,2011,"kratzer01","PHI","NL",2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,6,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,1,0.833333333333333,"Good","Good",29573,2012,"NL",50,38,50,41,0,41,0,0,0,0,0,0,0,0,0,10,1,1,50,141,14,35,9,0,9,26,0,0,11,34,2,2,0,3,2,0.24822695035461,17,0.809278583367213,"AvgPoor","Good","No"
